Country Name,Country Code,LifeExp_1960,LifeExp_1961,LifeExp_1962,LifeExp_1963,LifeExp_1964,LifeExp_1965,LifeExp_1966,LifeExp_1967,LifeExp_1968,LifeExp_1969,LifeExp_1970,LifeExp_1971,LifeExp_1972,LifeExp_1973,LifeExp_1974,LifeExp_1975,LifeExp_1976,LifeExp_1977,LifeExp_1978,LifeExp_1979,LifeExp_1980,LifeExp_1981,LifeExp_1982,LifeExp_1983,LifeExp_1984,LifeExp_1985,LifeExp_1986,LifeExp_1987,LifeExp_1988,LifeExp_1989,LifeExp_1990,LifeExp_1991,LifeExp_1992,LifeExp_1993,LifeExp_1994,LifeExp_1995,LifeExp_1996,LifeExp_1997,LifeExp_1998,LifeExp_1999,LifeExp_2000,LifeExp_2001,LifeExp_2002,LifeExp_2003,LifeExp_2004,LifeExp_2005,LifeExp_2006,LifeExp_2007,LifeExp_2008,LifeExp_2009,LifeExp_2010,LifeExp_2011,LifeExp_2012,LifeExp_2013,LifeExp_2014,LifeExp_2015
Libya,LBY,42.641195122,44.2466829268,45.871195122,47.4562195122,48.9577073171,50.3495365854,51.6295365854,52.8311463415,53.9773658537,55.0722926829,56.1185853659,57.1179756098,58.073195122,58.9854146341,59.8576585366,60.6914146341,61.4886097561,62.2480243902,62.9685121951,63.6494634146,64.2868780488,64.8742195122,65.4105609756,65.8984146341,66.3427804878,66.7541463415,67.1445121951,67.5243902439,67.8987317073,68.2695609756,68.629902439,68.9687317073,69.2750731707,69.540902439,69.7656829268,69.950902439,70.1010243902,70.2275121951,70.341804878,70.4518536585,70.5725365854,70.7167804878,70.8855365854,71.0743414634,71.276804878,71.471,71.6310487805,71.7386341463,71.7873902439,71.7809512195,71.7373902439,71.6832682927,71.6495609756,71.6576829268,71.7161219512,71.8263170732
St. Lucia,LCA,57.3037560976,58.061902439,58.7633414634,59.3900731707,59.9393902439,60.425,60.8725365854,61.3181463415,61.7901219512,62.3003902439,62.8525121951,63.4431707317,64.0537073171,64.6678780488,65.2787560976,65.8848292683,66.4879512195,67.088,67.6794146341,68.2503170732,68.7819512195,69.255097561,69.6574878049,69.9862195122,70.2422439024,70.4355121951,70.5842682927,70.7087317073,70.8256097561,70.9407317073,71.0494390244,71.1381707317,71.1945121951,71.2145121951,71.2051463415,71.1809512195,71.1574878049,71.1552926829,71.1913658537,71.2761707317,71.4230487805,71.642804878,71.9248536585,72.2547317073,72.6195609756,72.9990731707,73.3690731707,73.7118536585,74.0131463415,74.2660487805,74.471097561,74.6357073171,74.7776341463,74.9127073171,75.0468536585,75.1845121951
Latin America & Caribbean,LCN,56.04131107,56.5287819851,56.9980566642,57.4491060849,57.8843709553,58.307992745,58.7261750715,59.1439875053,59.5646087383,59.9896293078,60.4172800074,60.8431531884,61.2608283245,61.6667696678,62.0593737085,62.4396114114,62.810866197,63.1779447908,63.5442263942,63.9114224423,64.2790544395,64.6455808231,65.0095003659,65.3655664803,65.7177342173,66.0644867986,66.405909243,66.7447176978,67.0805014067,67.4183469222,67.761673651,68.1152741022,68.4813792102,68.8573724231,69.2434215149,69.6351579409,70.0281415465,70.4167216493,70.7930722958,71.1548193623,71.5035964849,71.8236804938,72.1254509373,72.4048448101,72.6668110807,72.9140369254,73.1498010934,73.3761653936,73.59378828,73.8148340288,74.0354410872,74.2594626103,74.4832043884,74.7088962093,74.9367559945,75.163963092
Least developed countries: UN classification,LDC,40.2196266663,40.6931496409,41.1757720387,41.6663675282,42.1587426813,42.6331533557,43.0645379756,43.4368422994,43.7436203377,43.9900964369,44.1974278488,44.3971490401,44.6219645636,44.8966037006,45.2339260086,45.6412612414,46.1147165066,46.629118575,47.1539647045,47.6645227272,48.1453523599,48.5946348388,49.0228436853,49.4368961411,49.8365207239,50.2125395433,50.5537176038,50.8562708811,51.123418749,51.3664686238,51.6072287935,51.8705591206,52.1719227493,52.5137692928,52.8879603346,53.2870604806,53.7067000358,54.1430639616,54.5937783916,55.0585116164,55.540957733,56.0481360051,56.5851848052,57.1524032256,57.7439135315,58.3521757174,58.9681752616,59.5801463275,60.1777153519,60.7526494835,61.2969064035,61.8058439289,62.2818807121,62.7274834287,63.1423237282,63.5276856193
Low income,LIC,39.0640400592,39.4699066148,39.8725238256,40.280525187,40.7005496702,41.1359763649,41.5856830966,42.0432375594,42.5019623679,42.9579787182,43.4086143853,43.8538597001,44.293443817,44.7252701014,45.1456557645,45.5502407477,45.9343986036,46.2978199923,46.6438913683,46.9767606304,47.3032223078,47.6302455063,47.959877133,48.2901085739,48.615005745,48.9199747371,49.1869186307,49.4020924697,49.5615534961,49.6755538065,49.7647470864,49.8546996321,49.9668236147,50.1070297107,50.2681887766,50.4515874208,50.668985606,50.9334519085,51.2554626691,51.6415118323,52.0965592835,52.6234622919,53.2158799699,53.863948982,54.5561069307,55.2807363903,56.0264936361,56.7791845528,57.5240507193,58.2467941253,58.9342697875,59.5779320782,60.1790079987,60.7388535243,61.2561123611,61.7309498929
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.4219512195,77.3902439024,76.8365853659,76.0463414634,77.7463414634,79.1097560976,76.8268292683,79.2756097561,79.6365853659,79.9609756098,81.7707317073,80.6682926829,80.9487804878,81.2951219512,82.6829268293,81.5,81.8414634146,81.7926829268,82.3829268293,82.2609756098,82.0731707317,82.0731707317
Sri Lanka,LKA,59.7471463415,60.126804878,60.5115853659,60.9205121951,61.3635121951,61.840902439,62.345,62.8540487805,63.3514146341,63.8294634146,64.2816829268,64.704195122,65.1016097561,65.4794634146,65.8427073171,66.2071707317,66.592195122,67.0026097561,67.4368292683,67.8827804878,68.3093658537,68.678,68.9623170732,69.149097561,69.2441463415,69.2759512195,69.2875365854,69.3217317073,69.4031707317,69.5343414634,69.6794878049,69.780195122,69.7964146341,69.7167317073,69.5659756098,69.4186097561,69.3727317073,69.5046585366,69.8506585366,70.4018536585,71.1063902439,71.8778292683,72.6101463415,73.2223170732,73.6802926829,73.9735609756,74.1245365854,74.1941219512,74.2387317073,74.2802926829,74.3392439024,74.4245609756,74.5312439024,74.6538292683,74.794804878,74.953195122
Lower middle income,LMC,45.5562003417,46.1510588124,46.7421228998,47.3273250272,47.9097007617,48.4774317954,49.0213484094,49.534782628,50.0171641976,50.4724837855,50.9133567146,51.3559001806,51.8156261776,52.3010371929,52.8126845982,53.346472589,53.894130313,54.4395840773,54.9667331087,55.4656345674,55.9284979937,56.3619986874,56.7560806987,57.1289935369,57.4851613761,57.8299102087,58.1686311484,58.5207524748,58.8555169531,59.2010429585,59.5434752489,59.8591124827,60.212409304,60.5401441789,60.8603795595,61.1745731699,61.4942075211,61.8209804319,62.1465830549,62.456741314,62.750925727,63.0623972277,63.3663386922,63.6770821688,63.9940943111,64.3131780782,64.6442627976,64.9789603174,65.3106194352,65.6530246261,65.9882774302,66.3038840741,66.601067503,66.8876094606,67.1588072199,67.4174092927
Low & middle income,LMY,47.1389529784,47.6597080155,48.2590035009,48.9628197976,49.7810907153,50.6807847929,51.616116264,52.5388523516,53.4113868714,54.2033506869,54.9314473058,55.5833918481,56.1729192795,56.7480559611,57.304755846,57.8133053543,58.3171320186,58.7935714093,59.2429922907,59.6461894845,60.0327611273,60.3999802715,60.7550675361,61.0707239969,61.3595588017,61.6776801698,62.0197690811,62.2991127196,62.5587396074,62.7993695861,63.0282655927,63.2486584315,63.415873214,63.5735795212,63.7869217769,64.0307735496,64.3186797715,64.6293156013,64.9180455356,65.1822333064,65.4738108825,65.7777086003,66.0746875054,66.3824213221,66.7048071877,67.0120346184,67.3516840118,67.6787227635,67.9855481861,68.3066459494,68.5977606756,68.8967032113,69.1688477161,69.4358816349,69.6801812832,69.9129952988
Lesotho,LSO,46.5107073171,46.9947317073,47.4022439024,47.7262439024,47.9712439024,48.1502439024,48.2827560976,48.3998292683,48.5309268293,48.6945609756,48.9082195122,49.1798780488,49.5040243902,49.8751463415,50.2937073171,50.7622195122,51.2831463415,51.8474878049,52.4437804878,53.0575365854,53.6683170732,54.254195122,54.8046829268,55.313804878,55.782,56.2526341463,56.7885609756,57.4076585366,58.0869512195,58.7675365854,59.331097561,59.6363902439,59.5776585366,59.095097561,58.1802926829,56.8378780488,55.1069268293,53.1267560976,51.0550731707,49.0226097561,47.1829756098,45.6716829268,44.5434878049,43.8247560976,43.5334634146,43.6577317073,44.1483414634,44.8822195122,45.7392439024,46.6345853659,47.4834146341,48.2197560976,48.836,49.3314634146,49.7005853659,49.9612195122
Late-demographic dividend,LTE,50.0337991179,50.5339405394,51.170817508,52.0349713716,53.1337911902,54.4301812759,55.8009736097,57.1537952184,58.4393638173,59.5452709406,60.5314134672,61.3578340211,62.0869235061,62.7579254695,63.4066919903,63.9389056889,64.4876914774,64.9955986587,65.467659365,65.8778828936,66.262003251,66.6562465473,67.0230903413,67.3037615174,67.532121454,67.8251207748,68.1854806039,68.3921572442,68.5842454996,68.7244204879,68.8622928819,68.9884373195,69.0147066657,69.0249124546,69.1568843231,69.3814610445,69.7150892041,70.0757547795,70.4222101379,70.7109419151,71.0660145842,71.4472572337,71.8038593947,72.1550642635,72.5201814589,72.8245307929,73.1773698128,73.4811057485,73.7367994705,74.0106282237,74.2259854329,74.4910703079,74.7055068212,74.937881054,75.1514555355,75.3627864222
Lithuania,LTU,69.8473170732,70.1026829268,69.0953658537,70.2043902439,71.5090243902,71.3251219512,71.5202439024,71.603902439,71.3136585366,70.9285365854,70.8043902439,71.7353658537,71.0246341463,71.332195122,71.2441463415,70.8673170732,70.9580487805,70.8095121951,70.6046341463,70.482195122,70.482195122,70.4607317073,70.8368292683,70.777804878,70.32,70.5012195122,72.0807317073,71.9346341463,71.762195122,71.4253658537,71.1607317073,70.3641463415,70.2343902439,68.9104878049,68.5302439024,69.0063414634,70.1080487805,70.9090243902,71.2195121951,71.5707317073,72.0195121951,71.6585365854,71.7609756098,72.0609756098,71.9609756098,71.2536585366,71.056097561,70.9,71.812195122,72.9146341463,73.2682926829,73.5634146341,73.8634146341,73.9146341463,74.5170731707,75.1195121951
Luxembourg,LUX,68.4463902439,68.7377317073,68.9981219512,69.2230731707,69.4110487805,69.5610243902,69.6744634146,69.7613414634,69.8351463415,69.9048536585,69.9834634146,70.0814390244,70.2053170732,70.3581707317,70.5425609756,70.7576097561,70.9985121951,71.2562926829,71.5224634146,71.7944634146,72.0726097561,72.3576829268,72.6534634146,72.9588780488,73.2719268293,73.5857560976,73.8946097561,74.1937560976,74.4803414634,74.7524146341,75.0104146341,75.4634146341,75.7707317073,75.712195122,76.3707317073,76.512195122,76.5195121951,76.8804878049,77.0170731707,77.7707317073,77.8731707317,77.8243902439,77.9658536585,77.7268292683,79.1219512195,79.4317073171,79.287804878,79.3829268293,80.5390243902,80.6365853659,80.6317073171,80.987804878,81.3926829268,81.8,82.2292682927,82.2292682927
Latvia,LVA,69.7868292683,70.0324390244,69.4304878049,69.8290243902,71.0280487805,70.7265853659,70.7073170732,70.393902439,70.0429268293,69.7968292683,69.8353658537,70.1646341463,69.8787804878,69.8134146341,69.7409756098,68.9253658537,69.047804878,69.1046341463,68.987804878,68.4956097561,68.8085365854,68.7863414634,69.3282926829,69.1190243902,69.1629268293,69.2914634146,70.6224390244,70.6929268293,70.6153658537,70.1553658537,69.2731707317,69.0324390244,68.396097561,66.7226829268,65.6643902439,66.3912195122,68.7765853659,69.3492682927,69.012195122,69.7429268293,70.3146341463,70.7609756098,70.9609756098,71.2658536585,72.0268292683,71.356097561,70.8658536585,71.0195121951,72.4195121951,73.0804878049,73.4829268293,73.5756097561,73.7780487805,73.9829268293,74.1243902439,74.1243902439
"Macao SAR, China",MAC,64.6609268293,65.143097561,65.6157804878,66.0774634146,66.528195122,66.9674634146,67.3942682927,67.8111219512,68.2185121951,68.6164146341,69.0053658537,69.3868292683,69.7598292683,70.1243414634,70.4818536585,70.8313902439,71.1739512195,71.509,71.8365853659,72.157195122,72.4713170732,72.7779512195,73.0781219512,73.3722926829,73.6599756098,73.9421707317,74.218902439,74.4906341463,74.7573902439,75.0196829268,75.2769756098,75.5307804878,75.7796097561,76.0244146341,76.2652439024,76.5020731707,76.7344146341,76.9627560976,77.1866097561,77.4069756098,77.6228292683,77.8346585366,78.0419756098,78.2462926829,78.4481219512,78.6490243902,78.8515609756,79.0562439024,79.2646097561,79.4761707317,79.6903902439,79.9062439024,80.1231707317,80.3391463415,80.553097561,80.7660731707
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,73.2195121951,72.7682926829,72.9195121951,72.6682926829,73.5195121951,73.6707317073,74.2707317073,74.3219512195,74.5219512195,75.9243902439,75.4243902439,75.5731707317,75.8219512195,75.9707317073,76.1707317073,76.3707317073,76.5707317073,76.7707317073,76.9707317073,77.1707317073,77.3707317073,77.5707317073,77.7219512195,77.8707317073,78.0707317073,78.2219512195,78.3707317073,78.5707317073,78.7219512195,78.8707317073,79.0219512195,79.1707317073,79.3219512195,79.4707317073
Morocco,MAR,48.4466341463,48.8641219512,49.2875853659,49.7147560976,50.142,50.5648780488,50.9780487805,51.3813902439,51.7752195122,52.1601463415,52.5372926829,52.9036829268,53.2667317073,53.6363170732,54.0243658537,54.4487073171,54.9306829268,55.4781707317,56.094195122,56.7753414634,57.512804878,58.2918536585,59.0917317073,59.8896097561,60.6694878049,61.4207804878,62.1387560976,62.8266829268,63.4833658537,64.1047804878,64.6804878049,65.203097561,65.6723170732,66.093804878,66.4725853659,66.8206829268,67.149097561,67.471195122,67.7989268293,68.1392439024,68.4976097561,68.872,69.2564146341,69.6453658537,70.0388292683,70.4398292683,70.8524390244,71.2776341463,71.7114146341,72.1482195122,72.5769268293,72.9854390244,73.3646585366,73.7090487805,74.016097561,74.2893170732
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,61.8127804878,62.1766829268,62.544195122,62.9142439024,63.2812682927,63.6341707317,63.9584146341,64.2439756098,64.4823170732,64.6704634146,64.8073902439,64.8971219512,64.9507073171,64.979195122,64.9891463415,64.9811219512,64.9477073171,64.8923902439,64.8262195122,64.7676341463,64.7556585366,64.8332439024,65.0208292683,65.3173170732,65.7061463415,66.1477073171,66.587902439,66.9712195122,67.2556829268,67.4232926829,67.4656585366,67.3923170732,67.2454146341,67.0670487805,66.8833414634,66.7278292683,66.629097561,66.595097561,66.6303170732,66.7347804878,66.8900243902,67.0660731707,67.2363902439,67.3873902439,67.5245121951,67.6780731707,67.895902439,68.209902439,68.6300243902,69.1432926829,69.7092682927,70.271097561,70.7724878049,71.1720487805,71.4558780488,71.6264390244
Madagascar,MDG,39.9746829268,40.4572439024,40.937804878,41.414902439,41.8905365854,42.3656829268,42.8428292683,43.3239268293,43.8089756098,44.2954878049,44.7824146341,45.2673414634,45.7467317073,46.2161463415,46.6715365854,47.1114390244,47.537804878,47.9496097561,48.3413658537,48.7090731707,49.0307560976,49.2849268293,49.4656341463,49.5813658537,49.6521219512,49.7103170732,49.7948780488,49.9432682927,50.1849756098,50.5360487805,51.008097561,51.5982439024,52.2801219512,53.022804878,53.8072926829,54.6140487805,55.427,56.2335121951,57.0204390244,57.7717317073,58.472804878,59.1136097561,59.6991707317,60.2355121951,60.7287073171,61.1872926829,61.6243658537,62.053,62.4827560976,62.9181707317,63.3617317073,63.8074146341,64.2466585366,64.673902439,65.0856097561,65.4827804878
Maldives,MDV,37.2686341463,37.8593414634,38.4835609756,39.1347560976,39.806902439,40.4960243902,41.198097561,41.9146829268,42.6462926829,43.3929756098,44.1547317073,44.9351219512,45.7361463415,46.5602682927,47.4074634146,48.2827073171,49.1899512195,50.1271219512,51.0881707317,52.062,53.0331219512,53.9825365854,54.8977317073,55.7721463415,56.606195122,57.4081463415,58.1917560976,58.9744390244,59.7717560976,60.5873414634,61.4185121951,62.2582195122,63.0932926829,63.9194634146,64.7377560976,65.5604878049,66.4037073171,67.2780487805,68.1838292683,69.1146097561,70.0597073171,71.0055853659,71.929195122,72.8073414634,73.6175853659,74.3323414634,74.9268536585,75.3997073171,75.7595365854,76.0186585366,76.2004878049,76.3375121951,76.4623414634,76.6026097561,76.7728292683,76.979
Middle East & North Africa,MEA,46.7182789716,47.8039523764,48.3901913491,48.4793885661,49.0710241935,49.6634210324,50.7155887568,51.2698842883,51.8119037639,52.3603803634,52.9305529308,53.5373072548,54.1573762689,54.8480236559,55.5475576396,56.2499871325,56.9197310007,57.5006160689,58.009442206,58.4536435716,58.8673820734,59.299721773,59.7869044499,60.3793779902,61.0697372818,61.8490027718,62.6704045405,63.5086956306,64.2896815671,65.0611686585,65.7491462346,66.3407702215,66.8152400201,67.3051756515,67.7434685198,68.1672385702,68.5405842309,68.8714375125,69.1818146423,69.4802573464,69.7593507351,70.026246253,70.2697760902,70.5048795815,70.7407707322,70.9630937123,71.1929686014,71.4119197084,71.6355236678,71.8549155224,72.063706576,72.2647874708,72.4657432945,72.6716898131,72.8680589612,73.0536278462
Mexico,MEX,57.0656341463,57.6561463415,58.1802439024,58.642902439,59.0555853659,59.4337073171,59.7932195122,60.1515365854,60.523097561,60.9193658537,61.3502439024,61.8191707317,62.3176585366,62.8378292683,63.3742682927,63.9201463415,64.4686097561,65.0128292683,65.5459268293,66.0630243902,66.5602195122,67.0370487805,67.4959268293,67.9407804878,68.3720243902,68.7926097561,69.2034390244,69.6074146341,70.0064878049,70.4015853659,70.7957317073,71.1909756098,71.5858292683,71.9778292683,72.3638536585,72.7397804878,73.098902439,73.4371463415,73.7514146341,74.0392439024,74.2997317073,74.5334878049,74.7447073171,74.9375121951,75.1154878049,75.282097561,75.4387804878,75.5879268293,75.7324634146,75.8774146341,76.0267804878,76.1856585366,76.354097561,76.5326585366,76.7218536585,76.9206829268
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1414634146,,,,,,,,,,,,67.5048780488,65.2390243902,,,,,,,,,,,,,,,
Middle income,MIC,47.7630032816,48.2974715566,48.9127452903,49.6365638964,50.4827367558,51.4154937039,52.385276218,53.3419948462,54.2451573103,55.0620425216,55.8108262532,56.4783904589,57.080207698,57.6675964139,58.2366152948,58.7567474612,59.2734800427,59.762648971,60.2234734834,60.6355515683,61.0300306332,61.403514693,61.7634823656,62.0807797727,62.3706223472,62.6951288753,63.0487169271,63.3385842325,63.6126210739,63.8715457397,64.120904128,64.3602720669,64.5456110543,64.7190040391,64.9510663526,65.2144524604,65.5224542188,65.8492476721,66.1512767459,66.4202360691,66.7111866311,67.0135281521,67.3010219982,67.5945160404,67.9000953667,68.1838398975,68.5008522698,68.8016564387,69.0801731487,69.3756960152,69.6409506086,69.9185286043,70.1702603396,70.4200813713,70.6487286244,70.8682302227
"Macedonia, FYR",MKD,60.622804878,61.2493902439,61.8604634146,62.4595121951,63.0494634146,63.6317317073,64.2047317073,64.7639756098,65.3024634146,65.8147073171,66.2927804878,66.7312439024,67.1256829268,67.4737073171,67.7754146341,68.0248536585,68.219097561,68.3636341463,68.4714634146,68.5585609756,68.6504390244,68.7736097561,68.944,69.1690487805,69.4466341463,69.7636585366,70.0949512195,70.4129512195,70.6976341463,70.942,71.1476341463,71.3256585366,71.4947317073,71.6709268293,71.8603170732,72.066804878,72.2922926829,72.5291463415,72.7703414634,73.0104634146,73.242195122,73.4557560976,73.6473414634,73.8155121951,73.9607560976,74.088902439,74.2067317073,74.3229512195,74.4463902439,74.5789512195,74.7226341463,74.8745121951,75.0312682927,75.1870487805,75.3423902439,75.4953414634
Mali,MLI,28.2116097561,28.3587317073,28.5484634146,28.7963902439,29.1110487805,29.5019268293,29.9709756098,30.5056341463,31.0937804878,31.7264146341,32.393,33.0815121951,33.785,34.4944634146,35.2054146341,35.917804878,36.6330731707,37.3587073171,38.0983414634,38.8490487805,39.6131463415,40.390902439,41.1770243902,41.9619756098,42.734195122,43.4808780488,44.1906585366,44.8531707317,45.4590731707,46.0012682927,46.4647073171,46.8365121951,47.1234634146,47.3422926829,47.5116097561,47.6549756098,47.7974634146,47.9664634146,48.1894878049,48.489,48.8964390244,49.4352439024,50.0963658537,50.859804878,51.7010731707,52.5797073171,53.446804878,54.2619268293,54.9951463415,55.6334390244,56.179804878,56.6546829268,57.095,57.535195122,57.9862682927,58.4572195122
Malta,MLT,67.6017804878,67.9027073171,68.2047804878,68.504902439,68.7999756098,69.0864634146,69.3663658537,69.6402195122,69.9115853659,70.1789512195,70.4433170732,70.7047073171,70.9626097561,71.2185121951,71.4709268293,71.7208536585,71.9687804878,72.213195122,72.4556097561,72.6950243902,72.9324390244,73.1668292683,73.3987560976,73.6286829268,73.8551219512,74.0805609756,74.3035121951,74.5244634146,74.742902439,74.9603414634,75.1757804878,75.390195122,75.8334146341,76.6024390244,76.9,77.1414634146,77.1414634146,77.5902439024,77.387804878,77.3,78.2,78.843902439,78.7390243902,78.5463414634,79.2536585366,79.3,79.4390243902,79.7926829268,79.6365853659,80.2414634146,81.3975609756,80.7463414634,80.7463414634,81.7463414634,81.9463414634,81.9463414634
Myanmar,MMR,42.7363902439,43.4025365854,44.1513658537,45.003902439,45.955097561,46.9663902439,47.9766829268,48.9163658537,49.7358536585,50.4186341463,50.9676829268,51.4095609756,51.7938536585,52.1626341463,52.5354146341,52.9242195122,53.3290731707,53.7384390244,54.1432926829,54.5446585366,54.9415121951,55.3343902439,55.7232682927,56.1071463415,56.4875365854,56.8639268293,57.236804878,57.6061707317,57.9730243902,58.3358536585,58.6941707317,59.0484878049,59.3963170732,59.7391707317,60.0770487805,60.4114390244,60.745902439,61.079902439,61.4144390244,61.7489756098,62.078,62.3989512195,62.7073170732,63.0020731707,63.2832195122,63.5552682927,63.8242439024,64.0936829268,64.3676097561,64.6435609756,64.9174878049,65.180902439,65.4277804878,65.654097561,65.8578536585,66.0420731707
Middle East & North Africa (excluding high income),MNA,46.6564950604,47.2429204449,47.8260685358,48.4102449562,48.9970185571,49.5828253676,50.1597323479,50.7228093096,51.2722201937,51.8136743678,52.3634762828,52.9432670752,53.5636175778,54.2233359297,54.911442469,55.5953939191,56.2322254294,56.7941160798,57.2727698094,57.6795425881,58.0543235466,58.4538762767,58.9295835762,59.5146710058,60.214629244,61.0154721507,61.8826003178,62.761422954,63.6041897959,64.3854086548,65.1123437355,65.725512173,66.2701013411,66.7626449106,67.208844211,67.6152367003,67.9862443506,68.3266112188,68.6410393056,68.934967044,69.2120846243,69.4753011396,69.7253790055,69.9642726713,70.1959696488,70.4230540914,70.6472507187,70.8666540252,71.0796284349,71.2858401767,71.487888377,71.6886426402,71.890791289,72.092829065,72.2917234286,72.4834940473
Montenegro,MNE,63.7056097561,64.3917804878,65.061902439,65.702902439,66.3082682927,66.8843902439,67.4471707317,68.012195122,68.588097561,69.1695853659,69.7398292683,70.2760243902,70.7584146341,71.1752682927,71.5238536585,71.8110731707,72.0502682927,72.2639756098,72.4680487805,72.6697560976,72.872195122,73.0703414634,73.2557073171,73.4218536585,73.571097561,73.7113414634,73.8551463415,74.0068780488,74.163902439,74.3179756098,74.4433658537,74.5104146341,74.5006585366,74.4086097561,74.2422195122,74.0222195122,73.7787804878,73.5490487805,73.3638536585,73.2386341463,73.1820487805,73.1879268293,73.2390487805,73.3211707317,73.4337804878,73.5842926829,73.7855121951,74.0406341463,74.3454390244,74.6878292683,75.0452926829,75.3913170732,75.7050731707,75.970195122,76.1807073171,76.3377073171
Mongolia,MNG,48.368804878,49.2789756098,50.1600487805,50.9872926829,51.746097561,52.4373902439,53.0752926829,53.6805121951,54.2657317073,54.8270243902,55.3464390244,55.8014634146,56.175097561,56.4602682927,56.6595121951,56.7807804878,56.834097561,56.8464146341,56.8477560976,56.8636097561,56.9255121951,57.0645365854,57.2856829268,57.5859268293,57.9577073171,58.3813658537,58.826195122,59.2575853659,59.6490487805,59.9881707317,60.2677560976,60.4882439024,60.6723658537,60.843195122,61.0155853659,61.2105853659,61.4480487805,61.7364634146,62.0795365854,62.4757560976,62.9138780488,63.3763658537,63.8418292683,64.2962682927,64.7349512195,65.1669268293,65.606097561,66.0681707317,66.5599268293,67.076804878,67.6038292683,68.1225365854,68.6135121951,69.061804878,69.463902439,69.8212682927
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,35.0037073171,35.4667560976,35.9122682927,36.3387804878,36.7487560976,37.1492195122,37.5476829268,37.9536585366,38.3706585366,38.798195122,39.2422926829,39.7059512195,40.1811707317,40.6509756098,41.0973414634,41.486804878,41.7798780488,41.9605609756,42.0288292683,41.9966585366,41.8955121951,41.7678780488,41.6616829268,41.6154146341,41.6505609756,41.772097561,41.9675365854,42.2098780488,42.4816341463,42.7818292683,43.125902439,43.5373170732,44.0285609756,44.5976829268,45.2312195122,45.8987560976,46.5634146341,47.1902926829,47.7569268293,48.2548536585,48.6866097561,49.0702195122,49.4360731707,49.8115853659,50.2096341463,50.6416097561,51.1152682927,51.622097561,52.1505609756,52.6912682927,53.226902439,53.7382926829,54.2121219512,54.6415121951,55.0259512195,55.3712439024
Mauritania,MRT,43.483097561,44.1639268293,44.8252195122,45.4600243902,46.0623414634,46.6307317073,47.1646829268,47.6731707317,48.1627073171,48.6393170732,49.1069512195,49.5675853659,50.0237073171,50.4813658537,50.9460731707,51.4279268293,51.9395365854,52.4819268293,53.0526341463,53.6431463415,54.2424390244,54.8364390244,55.4070487805,55.9406585366,56.4287073171,56.8631219512,57.2418780488,57.5724634146,57.864902439,58.124195122,58.358804878,58.5767560976,58.7860487805,58.9892439024,59.1883902439,59.3794878049,59.553097561,59.7022682927,59.8255121951,59.9278780488,60.0173902439,60.1050731707,60.2044390244,60.3254390244,60.475097561,60.6603658537,60.8837560976,61.1397317073,61.4177317073,61.7107317073,62.0061707317,62.2924878049,62.5601707317,62.8027073171,63.0165853659,63.2028292683
Mauritius,MUS,58.7452195122,59.7483658537,60.626902439,61.3576585366,61.9349512195,62.3582926829,62.6387073171,62.8153170732,62.9316829268,63.020195122,63.1180487805,63.2533414634,63.4399512195,63.6855365854,63.9999756098,64.3905365854,64.8556341463,65.3724390244,65.9133170732,66.4557804878,66.9653902439,67.4073902439,67.7653658537,68.0376097561,68.2303658537,68.3706829268,68.4993658537,68.6555121951,68.8630243902,69.1240243902,69.4048780488,69.956097561,70.0585365854,70.1073170732,70.1585365854,70.3258536585,70.3229268293,70.4048780488,70.6073170732,70.9609756098,71.6634146341,71.7658536585,71.9658536585,72.121300813,72.2767479675,72.432195122,72.432195122,72.5707317073,72.5707317073,72.8824390244,72.9673170732,73.2668292683,73.8634146341,74.0170731707,74.1943902439,74.3531707317
Malawi,MWI,37.7736341463,37.9981463415,38.2141707317,38.4217073171,38.6257804878,38.8413902439,39.0860487805,39.3712195122,39.7049268293,40.0861219512,40.5093170732,40.9625121951,41.4276585366,41.8892682927,42.3358292683,42.7683170732,43.192195122,43.611,44.020195122,44.4053170732,44.7403170732,44.9976341463,45.1598292683,45.2199512195,45.180097561,45.0454146341,44.8300243902,44.5645853659,44.2811463415,44.0062926829,43.7660243902,43.5828536585,43.4606585366,43.4032926829,43.4161463415,43.4787073171,43.5589512195,43.642804878,43.734097561,43.8616097561,44.0799268293,44.4586585366,45.0491219512,45.8803170732,46.9573414634,48.2759268293,49.8169756098,51.5124878049,53.2873658537,55.0823658537,56.8362439024,58.5001219512,60.0502926829,61.466,62.7216341463,63.7968536585
