Country Name,Country Code,LifeExp_1960,LifeExp_1961,LifeExp_1962,LifeExp_1963,LifeExp_1964,LifeExp_1965,LifeExp_1966,LifeExp_1967,LifeExp_1968,LifeExp_1969,LifeExp_1970,LifeExp_1971,LifeExp_1972,LifeExp_1973,LifeExp_1974,LifeExp_1975,LifeExp_1976,LifeExp_1977,LifeExp_1978,LifeExp_1979,LifeExp_1980,LifeExp_1981,LifeExp_1982,LifeExp_1983,LifeExp_1984,LifeExp_1985,LifeExp_1986,LifeExp_1987,LifeExp_1988,LifeExp_1989,LifeExp_1990,LifeExp_1991,LifeExp_1992,LifeExp_1993,LifeExp_1994,LifeExp_1995,LifeExp_1996,LifeExp_1997,LifeExp_1998,LifeExp_1999,LifeExp_2000,LifeExp_2001,LifeExp_2002,LifeExp_2003,LifeExp_2004,LifeExp_2005,LifeExp_2006,LifeExp_2007,LifeExp_2008,LifeExp_2009,LifeExp_2010,LifeExp_2011,LifeExp_2012,LifeExp_2013,LifeExp_2014,LifeExp_2015
Aruba,ABW,65.5693658537,65.9880243902,66.3655365854,66.7139756098,67.0442926829,67.3697560976,67.699,68.0346829268,68.3771463415,68.7284146341,69.0861463415,69.446097561,69.7986585366,70.1396585366,70.4652926829,70.777804878,71.0808292683,71.3777073171,71.6697804878,71.9528536585,72.2201463415,72.4623414634,72.673195122,72.8490243902,72.9897560976,73.0979756098,73.1793658537,73.2427073171,73.2962439024,73.3444878049,73.3899756098,73.4331219512,73.4717560976,73.5053170732,73.5357560976,73.5636097561,73.5894390244,73.614804878,73.6422926829,73.6753902439,73.7206097561,73.782902439,73.8652439024,73.9685609756,74.0908536585,74.2280731707,74.376195122,74.5267560976,74.6757317073,74.8181463415,74.9535365854,75.0813902439,75.2057560976,75.3286585366,75.451097561,75.5735853659
Afghanistan,AFG,32.3285121951,32.7774390244,33.219902439,33.6578780488,34.0928780488,34.5253902439,34.9574146341,35.3894146341,35.8224146341,36.2603902439,36.7028292683,37.1527560976,37.6101463415,38.0785365854,38.560902439,39.0592926829,39.5757073171,40.1101463415,40.6676097561,41.2505853659,41.8675365854,42.5269268293,43.2307317073,43.9759268293,44.7590243902,45.5770243902,46.4269512195,47.2963414634,48.1697317073,49.0311219512,49.8610487805,50.6409756098,51.3629268293,52.0218780488,52.6143414634,53.1393902439,53.6020487805,54.0178292683,54.4027317073,54.7672682927,55.1258780488,55.4875365854,55.857195122,56.2352926829,56.6263170732,57.0272439024,57.4325609756,57.8338292683,58.2250243902,58.6036829268,58.9708292683,59.3279512195,59.6796097561,60.0282682927,60.3744634146,60.7171707317
Angola,AGO,32.9848292683,33.3862195122,33.7875853659,34.1884634146,34.5903414634,34.9922195122,35.395097561,35.7999756098,36.2058536585,36.6102439024,37.0151219512,37.4210243902,37.8269268293,38.2268292683,38.6137804878,38.975804878,39.301,39.5813658537,39.8158536585,40.0053902439,40.1592439024,40.2886585366,40.408,40.5282439024,40.6539512195,40.7777804878,40.8874878049,40.9738780488,41.0377073171,41.0876585366,41.1383414634,41.2063414634,41.3130243902,41.478195122,41.7162439024,42.0514634146,42.5016341463,43.0621219512,43.7142682927,44.439,45.2047804878,45.9731463415,46.7117317073,47.3931707317,48.0035121951,48.538804878,49.0070487805,49.4357317073,49.8473902439,50.2510243902,50.6541707317,51.0593170732,51.464,51.8661707317,52.2668780488,52.666097561
Albania,ALB,62.2543658537,63.2734634146,64.1628536585,64.887097561,65.438195122,65.8273902439,66.0893170732,66.2872195122,66.4749512195,66.6816097561,66.9325853659,67.2388780488,67.5859512195,67.9579512195,68.3483414634,68.7412195122,69.1155121951,69.4561707317,69.7542439024,70.0096585366,70.2359756098,70.4544634146,70.6851219512,70.9373902439,71.2065365854,71.4712195122,71.6975609756,71.8619512195,71.9532926829,71.9785853659,71.9573170732,71.9184146341,71.900804878,71.9358536585,72.0419512195,72.2360243902,72.5274146341,72.898097561,73.3265853659,73.7933902439,74.2715365854,74.7325609756,75.1546097561,75.5232926829,75.8312195122,76.0816097561,76.2861219512,76.4702926829,76.6520731707,76.8403658537,77.0369512195,77.2405853659,77.4439756098,77.6404634146,77.8304634146,78.0144634146
Andorra,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,46.8527797922,47.4324476239,48.0105023534,48.5912405493,49.1755375543,49.7587022766,50.3309561928,50.8863344034,51.4244431078,51.9514697814,52.4780380562,53.0195204836,53.5859803631,54.1783804586,54.7907407385,55.4141615034,56.0375710526,56.651763949,57.2561504977,57.8582624578,58.4700666332,59.1022781027,59.7571867207,60.4289595397,61.102606632,61.7565804661,62.3706563445,62.9322160115,63.4337702612,63.8767296269,64.3049397131,64.6687158261,64.9583933834,65.317887727,65.6807283274,66.0871582712,66.4398002626,66.773930569,67.0808381743,67.359751493,67.6124048473,67.8438498307,68.0624483663,68.27713032,68.4934516665,68.7129013608,68.9344991639,69.1525494073,69.3619865217,69.5600380462,69.7493027293,69.9356702332,70.1254128936,70.3198441872,70.5171625175,70.7140651115
United Arab Emirates,ARE,52.2432195122,53.2865609756,54.327,55.3635121951,56.3925853659,57.4057073171,58.3918536585,59.3404634146,60.2440487805,61.0985853659,61.9010487805,62.6549512195,63.3663170732,64.0431219512,64.688902439,65.3051463415,65.8933414634,66.454,66.9886097561,67.4971707317,67.983195122,68.4451707317,68.884097561,69.3014878049,69.6983170732,70.0766341463,70.4363902439,70.7781219512,71.1048292683,71.418,71.7201463415,72.0122926829,72.2964146341,72.5730243902,72.8455853659,73.1150731707,73.3839268293,73.6526585366,73.9202195122,74.1871707317,74.4515365854,74.7128780488,74.9682682927,75.2172195122,75.4572682927,75.6863902439,75.9045365854,76.1111707317,76.3077560976,76.4947804878,76.6752439024,76.851195122,77.0241463415,77.1956341463,77.3681707317,77.5412439024
Argentina,ARG,65.2155365854,65.3385121951,65.4326097561,65.5093902439,65.5824146341,65.6686829268,65.7822439024,65.9300243902,66.1134878049,66.335097561,66.5908292683,66.8731219512,67.1679512195,67.4653170732,67.7586585366,68.0479512195,68.3367073171,68.6294390244,68.9266341463,69.2243170732,69.5144878049,69.7866585366,70.0353170732,70.257,70.454195122,70.6313902439,70.7990731707,70.9677560976,71.145902439,71.3375365854,71.5436585366,71.7632926829,71.9889512195,72.2156585366,72.4413902439,72.6651219512,72.8873414634,73.1080487805,73.3276829268,73.5442682927,73.755804878,73.9603170732,74.1557804878,74.3412682927,74.5187804878,74.687804878,74.849902439,75.0090487805,75.1662682927,75.3245609756,75.4849756098,75.6490487805,75.8162439024,75.986097561,76.1586097561,76.3342195122
Armenia,ARM,65.8634634146,66.2843902439,66.7098536585,67.1378536585,67.5654146341,67.9915365854,68.4147317073,68.8304878049,69.2292682927,69.6000487805,69.9242682927,70.1828780488,70.3673414634,70.4796585366,70.5263414634,70.5319268293,70.5294146341,70.542902439,70.5829756098,70.6412682927,70.6845365854,70.6616097561,70.5355121951,70.2901463415,69.9356829268,69.5,69.0242926829,68.5675609756,68.182097561,67.8995121951,67.747804878,67.7382926829,67.8533414634,68.0695609756,68.3766585366,68.7635609756,69.2168536585,69.7164146341,70.2402195122,70.767097561,71.2765853659,71.7558292683,72.2016097561,72.6095853659,72.9737560976,73.2873902439,73.5482682927,73.7646585366,73.945,74.0958292683,74.2263414634,74.3428292683,74.452097561,74.5613658537,74.6757073171,74.7971219512
American Samoa,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,61.7827317073,62.1954146341,62.5985365854,62.9925853659,63.3785853659,63.7560731707,64.1255609756,64.4880731707,64.8421219512,65.189195122,65.5293414634,65.8620243902,66.1882682927,66.508,66.8217804878,67.1300731707,67.4333902439,67.7307560976,68.0226341463,68.3095365854,68.5919756098,68.8689512195,69.1409268293,69.4079268293,69.6704634146,69.9285121951,70.1825609756,70.4326341463,70.6797317073,70.9228292683,71.1629512195,71.4005853659,71.6347073171,71.8658536585,72.093,72.3176829268,72.5388536585,72.7575609756,72.9737804878,73.1860243902,73.3972926829,73.607097561,73.8154390244,74.0217804878,74.2261463415,74.4254390244,74.6181463415,74.8032195122,74.9791707317,75.1470243902,75.3087804878,75.4660243902,75.621804878,75.7786585366,75.9376341463,76.1002195122
Australia,AUS,70.8170731707,70.9731707317,70.9424390244,70.9117073171,70.8809756098,70.8502439024,70.8195121951,70.8692682927,70.9190243902,70.9687804878,71.0185365854,71.0682926829,71.4575609756,71.8468292683,72.236097561,72.6253658537,73.0146341463,73.3443902439,73.6741463415,74.003902439,74.3336585366,74.6634146341,74.9048780488,75.1463414634,75.387804878,75.6292682927,75.8707317073,76.1517073171,76.4326829268,76.7136585366,76.9946341463,77.2756097561,77.3780487805,77.8780487805,77.8780487805,77.8292682927,78.0780487805,78.4804878049,78.6317073171,78.9317073171,79.2341463415,79.6341463415,79.9365853659,80.2390243902,80.4902439024,80.8414634146,81.0414634146,81.2926829268,81.3951219512,81.543902439,81.6951219512,81.8951219512,82.0463414634,82.1487804878,82.3,82.4512195122
Austria,AUT,68.5856097561,69.5773170732,69.3095121951,69.4436585366,69.9219512195,69.722195122,70.0458536585,69.917804878,70.0575609756,69.8331707317,69.9146341463,70.1146341463,70.4634146341,71.0146341463,71.012195122,71.1146341463,71.5658536585,71.9146341463,72.012195122,72.312195122,72.4634146341,72.812195122,72.9609756098,73.012195122,73.612195122,73.8146341463,74.3170731707,74.7682926829,75.2170731707,75.2658536585,75.5682926829,75.6170731707,75.8170731707,76.0682926829,76.4195121951,76.6682926829,76.8707317073,77.3195121951,77.6707317073,77.8756097561,78.1268292683,78.5756097561,78.6780487805,78.6317073171,79.1804878049,79.3317073171,79.8804878049,80.1804878049,80.4317073171,80.3317073171,80.5804878049,80.9829268293,80.9365853659,81.1365853659,81.4902439024,81.843902439
Azerbaijan,AZE,60.8362439024,61.2391707317,61.6445853659,62.052,62.4574146341,62.8618292683,63.2672682927,63.6687317073,64.0567073171,64.4186829268,64.7346097561,64.9814390244,65.1481219512,65.2341707317,65.2435853659,65.1874390244,65.0822926829,64.9532195122,64.8287560976,64.7279512195,64.6813170732,64.7164390244,64.8307317073,65.008097561,65.225902439,65.4277804878,65.5413414634,65.5259268293,65.3691463415,65.0892682927,64.7463658537,64.4241463415,64.2072439024,64.1540243902,64.2815853659,64.5758292683,64.994,65.4623902439,65.9233658537,66.3554878049,66.7582439024,67.1502926829,67.5610731707,68.0036829268,68.470195122,68.9372682927,69.3752439024,69.7565121951,70.0639512195,70.2936829268,70.4513170732,70.551804878,70.6239512195,70.6905853659,70.7632195122,70.8487804878
Burundi,BDI,41.2360487805,41.5454634146,41.8603902439,42.177804878,42.4922195122,42.7901463415,43.0550731707,43.2800243902,43.4679756098,43.6274390244,43.7819268293,43.9599268293,44.1849512195,44.4714634146,44.8184634146,45.218902439,45.6537317073,46.0929268293,46.5134878049,46.9029512195,47.2628292683,47.6046829268,47.9385853659,48.2615853659,48.5602439024,48.7855853659,48.8811707317,48.8244634146,48.6264146341,48.3234878049,48.0001219512,47.7652195122,47.7017317073,47.8585853659,48.2392682927,48.8007804878,49.4626097561,50.1198536585,50.6920487805,51.1492439024,51.4854878049,51.7248292683,51.9282682927,52.1453170732,52.3963902439,52.6969512195,53.0538780488,53.4560731707,53.8910243902,54.3512195122,54.829195122,55.3120243902,55.7892926829,56.2516097561,56.6920243902,57.1070487805
Belgium,BEL,69.7019512195,70.5209756098,70.2195121951,70.0514634146,70.7551219512,70.6253658537,70.7063414634,71.0129268293,70.6931707317,70.7648780488,70.9719512195,71.0604878049,71.4051219512,71.6353658537,71.9858536585,71.9712195122,72.1197560976,72.773902439,72.6980487805,73.1936585366,73.2070731707,73.6217073171,73.8880487805,73.8690243902,74.4048780488,74.5202439024,74.7317073171,75.3658536585,75.5658536585,75.6326829268,76.0519512195,76.192195122,76.3512195122,76.3453658537,76.6917073171,76.8407317073,77.1873170732,77.3707317073,77.4731707317,77.6195121951,77.7219512195,77.9731707317,78.0756097561,78.1292682927,78.8780487805,78.9804878049,79.3804878049,79.7829268293,79.6804878049,79.9829268293,80.1829268293,80.5853658537,80.3853658537,80.587804878,81.287804878,81.287804878
Benin,BEN,37.2782682927,37.731195122,38.1894146341,38.6573414634,39.1368536585,39.6327317073,40.1482439024,40.6808292683,41.2281219512,41.7857560976,42.35,42.9167317073,43.479804878,44.0334878049,44.5724878049,45.086902439,45.5651463415,46.0100487805,46.4279268293,46.8292682927,47.2345853659,47.6689268293,48.1503414634,48.6883170732,49.2827804878,49.9346829268,50.6384634146,51.3690243902,52.0967317073,52.7934634146,53.42,53.9357073171,54.3270243902,54.5949756098,54.7500731707,54.8159512195,54.831804878,54.8423170732,54.8901463415,54.9987804878,55.1882439024,55.4664878049,55.8143170732,56.2080731707,56.6331707317,57.0659756098,57.4833902439,57.8673902439,58.2045121951,58.4912682927,58.7297073171,58.932902439,59.1219756098,59.3120243902,59.5105853659,59.7207073171
Burkina Faso,BFA,34.477902439,34.9386341463,35.4058780488,35.8796585366,36.3589512195,36.8377560976,37.3090487805,37.7683170732,38.2165365854,38.6577317073,39.0968780488,39.5385121951,39.9951707317,40.4803414634,41.0065853659,41.6063902439,42.3132926829,43.1302439024,44.0397804878,45.0133902439,45.9975609756,46.9283170732,47.7496341463,48.422,48.9243658537,49.2512195122,49.4175365854,49.4722682927,49.462902439,49.4198780488,49.3656097561,49.3164634146,49.2779512195,49.2596585366,49.2777073171,49.3383658537,49.4435121951,49.5883414634,49.7769268293,50.0207073171,50.3459268293,50.7832195122,51.340195122,52.0080731707,52.7677804878,53.5813170732,54.403902439,55.188804878,55.9022926829,56.5249756098,57.0513902439,57.4920487805,57.8793170732,58.2406341463,58.5884634146,58.9312926829
Bangladesh,BGD,45.8293170732,46.4579268293,47.0839756098,47.6924634146,48.2554390244,48.6895365854,48.8954146341,48.8381463415,48.5367073171,48.0515365854,47.5254146341,47.1385853659,47.0343170732,47.2955121951,47.9301219512,48.870804878,49.9877317073,51.1056829268,52.0898292683,52.8872926829,53.4880487805,53.9280243902,54.3030731707,54.6895609756,55.1144390244,55.5906585366,56.115195122,56.6685853659,57.2348780488,57.8156585366,58.4175609756,59.0502682927,59.7178536585,60.418804878,61.1455365854,61.8873902439,62.6295609756,63.3578780488,64.0591463415,64.7238292683,65.3479756098,65.9301707317,66.4781707317,67.0001463415,67.497195122,67.9718536585,68.4256341463,68.8599756098,69.2778536585,69.6837804878,70.0802926829,70.4719512195,70.8602682927,71.2452439024,71.625902439,72.001195122
Bulgaria,BGR,69.2475609756,70.1956097561,69.4919512195,70.3092682927,71.1212195122,71.293902439,71.2234146341,70.413902439,71.2251219512,70.43,71.2563414634,70.8736585366,70.8995121951,71.342195122,71.2080487805,71.0497560976,71.3948780488,70.816097561,71.1846341463,71.3082926829,71.1575609756,71.5719512195,71.186097561,71.3863414634,71.4997560976,71.2280487805,71.7307317073,71.5268292683,71.6043902439,71.7224390244,71.6414634146,71.5609756098,71.4943902439,71.3468292683,71.2087804878,71.0534146341,70.8973170732,70.3512195122,71.0609756098,71.412195122,71.6634146341,71.7682926829,71.8658536585,72.0658536585,72.5634146341,72.5609756098,72.612195122,72.6634146341,72.9634146341,73.412195122,73.512195122,74.1634146341,74.3146341463,74.8609756098,74.4658536585,74.4658536585
Bahrain,BHR,52.0893658537,53.4585121951,54.8182682927,56.1465853659,57.4258780488,58.6400731707,59.7831219512,60.858,61.8697317073,62.8172926829,63.699195122,64.5174878049,65.2777073171,65.9864146341,66.6466097561,67.2638292683,67.8395609756,68.3777804878,68.8789756098,69.3456097561,69.7786585366,70.1765853659,70.5373658537,70.864,71.16,71.4278780488,71.6716829268,71.8959512195,72.1057073171,72.3079756098,72.5072439024,72.7095121951,72.9147317073,73.123902439,73.3375121951,73.5550731707,73.775097561,73.9916097561,74.203097561,74.4060731707,74.5994878049,74.7818292683,74.9540731707,75.1177073171,75.2732195122,75.4221463415,75.5664634146,75.7077560976,75.8475121951,75.9877804878,76.1275609756,76.2678536585,76.4076341463,76.5459512195,76.6832682927,76.819097561
"Bahamas, The",BHS,62.7290487805,63.0725121951,63.4080243902,63.7370487805,64.059097561,64.3746829268,64.6837804878,64.9873902439,65.2850243902,65.5766829268,65.8638536585,66.1455609756,66.4222682927,66.693,66.9587560976,67.2200243902,67.4763170732,67.7281219512,67.9749512195,68.2187804878,68.4586097561,68.6954146341,68.9296829268,69.1604634146,69.3872439024,69.6106097561,69.829097561,70.0427804878,70.2496585366,70.4477804878,70.6306585366,70.791804878,70.9296341463,71.0481463415,71.154804878,71.2625609756,71.3904390244,71.5498780488,71.7478780488,71.9843658537,72.2542926829,72.545097561,72.8412682927,73.1272926829,73.3946585366,73.6388780488,73.8584634146,74.0594634146,74.2474390244,74.423902439,74.5923902439,74.7544146341,74.9144634146,75.0735365854,75.2336585366,75.3968292683
Bosnia and Herzegovina,BIH,60.2762195122,60.9415853659,61.5679756098,62.1623414634,62.7336829268,63.292,63.8448536585,64.3972926829,64.9498536585,65.5044878049,66.0616341463,66.6212195122,67.1751463415,67.7133902439,68.2269268293,68.7002682927,69.116902439,69.4729268293,69.7679512195,70.0075853659,70.2135853659,70.4172682927,70.6371707317,70.8786829268,71.1325609756,71.3515853659,71.4743658537,71.4639268293,71.3182439024,71.0656585366,70.7832195122,70.572804878,70.5180487805,70.6691219512,71.0295121951,71.566097561,72.208804878,72.8587317073,73.4372926829,73.9096341463,74.2607317073,74.5009268293,74.6755853659,74.8243658537,74.9594878049,75.0935365854,75.2314390244,75.3714878049,75.5119756098,75.6573658537,75.8076829268,75.9629268293,76.1201707317,76.2769268293,76.4332439024,76.5885853659
Belarus,BLR,67.708097561,68.2126585366,68.6358292683,68.9920731707,69.2899268293,69.5374146341,69.7346097561,69.8816585366,69.9826341463,70.0451463415,70.0792439024,70.093,70.0924146341,70.0824390244,70.0680731707,70.0482682927,70.015902439,69.9674146341,69.9063170732,69.8416341463,69.8020243902,69.8191707317,69.9082195122,70.0646585366,70.2719268293,70.9926829268,71.5495121951,70.9902439024,71.3414634146,71.4829268293,70.8365853659,70.3780487805,70.0219512195,68.9707317073,68.7682926829,68.4609756098,68.512195122,68.4609756098,68.4073170732,67.9073170732,68.912195122,68.5073170732,68.056097561,68.5536585366,68.956097561,68.8512195122,69.4048780488,70.2073170732,70.456097561,70.4073170732,70.4048780488,70.5536585366,71.9658536585,72.4707317073,72.9707317073,73.6243902439
Belize,BLZ,59.9613658537,60.5127804878,61.0743414634,61.6460487805,62.2248292683,62.8061219512,63.3853414634,63.9543902439,64.5077073171,65.039195122,65.5462682927,66.0263170732,66.480902439,66.912097561,67.324,67.7187560976,68.102097561,68.4781463415,68.8470243902,69.2087560976,69.5663658537,69.9197560976,70.2642682927,70.5892682927,70.8831707317,71.1313658537,71.3173414634,71.4305853659,71.4656097561,71.4184878049,71.2837317073,71.0544146341,70.7466097561,70.3823902439,69.9862926829,69.5887804878,69.219804878,68.9018536585,68.653902439,68.4895121951,68.4188780488,68.4441219512,68.5443658537,68.6971219512,68.8848292683,69.0863658537,69.2794878049,69.452,69.5942195122,69.7030731707,69.7820487805,69.8436829268,69.9051463415,69.9820487805,70.0774390244,70.1923658537
Bermuda,BMU,,,,,,68.897804878,,,,,70.29,,,,,,,,,,72.3046341463,,,,,,,,,,,74.0295121951,,,,,,,,,77.8853658537,77.8853658537,78.087804878,78.3341463415,78.4853658537,78.6853658537,78.887804878,78.9341463415,79.2365853659,79.3884390244,79.2885365854,81.1526829268,81.677804878,80.5724390244,80.7973170732,81.012195122
Bolivia,BOL,42.1183170732,42.4334390244,42.7570487805,43.0891463415,43.4302195122,43.7797804878,44.137804878,44.504804878,44.8797560976,45.2636829268,45.6555609756,46.0553902439,46.4632195122,46.8785121951,47.3022926829,47.7330243902,48.1717317073,48.618902439,49.0730243902,49.5346097561,50.0041463415,50.4821463415,50.968097561,51.4615365854,51.9629268293,52.470804878,52.9856585366,53.5079756098,54.0352682927,54.5690487805,55.1072926829,55.6500243902,56.1982439024,56.7494390244,57.3051219512,57.8632926829,58.4249512195,58.9886097561,59.5542682927,60.1214146341,60.6900487805,61.259195122,61.8288292683,62.3989756098,62.9686341463,63.5397804878,64.1149512195,64.6941219512,65.273804878,65.848,66.4077560976,66.9425609756,67.4454634146,67.9134390244,68.344,68.7396097561
Brazil,BRA,54.2054634146,54.7187073171,55.2356585366,55.7513902439,56.2629512195,56.7673658537,57.2656829268,57.7579268293,58.2406829268,58.7080243902,59.1505853659,59.558,59.924804878,60.2515121951,60.541097561,60.8005121951,61.0391219512,61.2708292683,61.5064634146,61.7549756098,62.0202926829,62.3043658537,62.6022439024,62.9114634146,63.2320731707,63.5625609756,63.9004634146,64.2458292683,64.5982195122,64.961195122,65.3403170732,65.7426829268,66.171804878,66.6276829268,67.1068292683,67.603195122,68.1097317073,68.6163902439,69.113097561,69.5912926829,70.0419756098,70.4596097561,70.8452439024,71.2018780488,71.532,71.8396341463,72.1317317073,72.4148292683,72.6954146341,72.9780243902,73.2641463415,73.5523414634,73.8395853659,74.1224390244,74.4018780488,74.6758780488
Barbados,BRB,60.7380487805,61.215097561,61.6961707317,62.1822682927,62.6728780488,63.1610243902,63.6386341463,64.0987317073,64.5352682927,64.9457804878,65.3312439024,65.6951707317,66.0440731707,66.3824878049,66.7143902439,67.040804878,67.3622195122,67.6771463415,67.9845609756,68.2844634146,68.5773658537,68.8637804878,69.1436829268,69.4166097561,69.6840243902,69.9449512195,70.2013658537,70.4517804878,70.6966829268,70.9365853659,71.1719512195,71.4033414634,71.6312195122,71.854097561,72.0724878049,72.2843902439,72.488804878,72.6842195122,72.8706585366,73.0485853659,73.2195121951,73.3839268293,73.5463170732,73.7071707317,73.8680243902,74.0303414634,74.1931219512,74.3564146341,74.519195122,74.6824878049,74.8452926829,75.0081463415,75.1710243902,75.3339512195,75.4964146341,75.6584390244
Brunei Darussalam,BRN,62.5003658537,63.0489512195,63.575902439,64.076195122,64.5483170732,64.9922926829,65.4121219512,65.8143902439,66.2051463415,66.5884146341,66.965195122,67.3355121951,67.6988536585,68.0536829268,68.4005365854,68.7393902439,69.0712439024,69.396097561,69.7134390244,70.024804878,70.3296585366,70.6275121951,70.9193658537,71.2062195122,71.4860731707,71.7599268293,72.0287804878,72.2926341463,72.5504878049,72.8033414634,73.051195122,73.2950487805,73.5333902439,73.7672439024,73.997097561,74.2229512195,74.4443170732,74.6621707317,74.8755365854,75.0854146341,75.288804878,75.4832439024,75.6676829268,75.8461707317,76.0241219512,76.2134634146,76.4281219512,76.6755609756,76.9567560976,77.2682926829,77.5982682927,77.9323170732,78.2525853659,78.5466585366,78.8095853659,79.0408292683
Bhutan,BTN,32.3593658537,32.7310243902,33.0941463415,33.4522195122,33.8157560976,34.2007317073,34.6266585366,35.1070243902,35.6513414634,36.263097561,36.9422926829,37.6844146341,38.4714878049,39.2874878049,40.1194146341,40.9542926829,41.7825853659,42.6008292683,43.406,44.1936341463,44.9617073171,45.7107317073,46.4472439024,47.1772195122,47.9066585366,48.6390731707,49.3814390244,50.1337560976,50.8984878049,51.6756829268,52.4623170732,53.2519268293,54.0405121951,54.826097561,55.6091707317,56.3997317073,57.2057560976,58.0352439024,58.8886829268,59.7620731707,60.6503902439,61.5466341463,62.4358292683,63.303,64.1361707317,64.9184390244,65.637902439,66.293097561,66.8850243902,67.4166585366,67.8924146341,68.323195122,68.722902439,69.1029268293,69.4712439024,69.8328536585
Botswana,BWA,50.5477317073,50.9076341463,51.2550243902,51.5934146341,51.9287560976,52.2725365854,52.6357073171,53.0282439024,53.4576341463,53.9278780488,54.4434634146,55.007902439,55.6127317073,56.2444878049,56.8937073171,57.5489512195,58.1992439024,58.8351219512,59.445097561,60.0156829268,60.5443658537,61.0331219512,61.4814390244,61.8842926829,62.227195122,62.5096585366,62.735195122,62.8898292683,62.9456341463,62.8636829268,62.5565853659,61.9245121951,60.9384878049,59.6189756098,58.0273902439,56.2361219512,54.3361219512,52.4746097561,50.8123414634,49.4864878049,48.6936341463,48.6103170732,49.2434146341,50.5245121951,52.3563170732,54.5522195122,56.8732682927,59.0745609756,60.9585853659,62.417097561,63.4022926829,63.9516097561,64.2227317073,64.360804878,64.4292439024,64.4874146341
Central African Republic,CAF,36.4826341463,36.8957073171,37.3187804878,37.7603414634,38.2253658537,38.7258536585,39.2727560976,39.8685609756,40.5127560976,41.2023658537,41.9354146341,42.7084634146,43.5080243902,44.3146341463,45.1117804878,45.8814146341,46.6079756098,47.2814146341,47.8912195122,48.4244146341,48.8725853659,49.231804878,49.5076585366,49.7057560976,49.8256341463,49.8682926829,49.8327317073,49.7243902439,49.5482439024,49.3122926829,49.0175609756,48.6640731707,48.2573658537,47.8099268293,47.3362195122,46.8462439024,46.3454878049,45.8463658537,45.3702926829,44.9431463415,44.5972926829,44.3620731707,44.2534146341,44.277804878,44.4396829268,44.738097561,45.1631219512,45.6873902439,46.284,46.9349756098,47.6253170732,48.3504390244,49.1052926829,49.8798780488,50.6577804878,51.4191219512
Canada,CAN,71.1331707317,71.346097561,71.3670731707,71.3807317073,71.7763414634,71.872195122,72.0043902439,72.207804878,72.3534146341,72.5014634146,72.7004878049,73.0292682927,72.933902439,73.1626829268,73.2375609756,73.5217073171,73.856097561,74.2156097561,74.5297560976,74.8663414634,75.0780487805,75.4785365854,75.6804878049,76.0363414634,76.3175609756,76.3034146341,76.44,76.7395121951,76.8092682927,77.0656097561,77.3770731707,77.5534146341,77.3207317073,77.6851219512,77.8619512195,77.9775609756,78.2304878049,78.4804878049,78.6624390244,78.8829268293,79.2365853659,79.487804878,79.5902439024,79.8390243902,80.1414634146,80.2926829268,80.2926829268,80.543902439,80.6951219512,80.9463414634,81.1975609756,81.4487804878,81.5624390244,81.7650487805,81.9566097561,82.1376341463
Central Europe and the Baltics,CEB,67.8237620898,68.2637483941,68.0077933168,68.6963684762,69.0524401651,69.2768146075,69.5269553735,69.2727812946,69.5361734364,69.275898831,69.4470699061,69.4853554434,69.9255778038,70.067860198,70.305998177,70.174528144,70.3192410221,70.2423460462,70.1479891421,70.2395019442,69.8903299057,70.3714695597,70.4551336661,70.3896109824,70.3490175774,70.3127569889,70.5649221255,70.611765316,70.8617183748,70.7319696488,70.6563673229,70.572607738,70.7323478672,70.8462295707,70.8695267646,71.0258932342,71.3354652443,71.5175893276,71.8981182659,72.184734648,72.7196903521,73.0979928642,73.2443135683,73.3838286852,73.7394039228,73.8400466809,74.0947247807,74.2523833325,74.5775390219,74.9318257001,75.2953487288,75.8884748834,75.9934886035,76.355162987,76.6854764214,77.0269071035
Switzerland,CHE,71.3134146341,71.6448780488,71.196097561,71.1875609756,72.077804878,72.2017073171,72.3356097561,72.6365853659,72.5902439024,72.6126829268,73.0202439024,73.1307317073,73.6443902439,73.9409756098,74.2870731707,74.6656097561,74.7853658537,75.2380487805,75.1873170732,75.466097561,75.4592682927,75.6931707317,76.033902439,76.0312195122,76.6085365854,76.7336585366,76.8990243902,77.1975609756,77.2265853659,77.4212195122,77.2424390244,77.5146341463,77.806097561,78.0853658537,78.35,78.4170731707,78.896097561,79.0795121951,79.3243902439,79.5804878049,79.6804878049,80.1804878049,80.3853658537,80.5365853659,81.087804878,81.2365853659,81.4902439024,81.7414634146,81.9926829268,82.043902439,82.2463414634,82.6951219512,82.6975609756,82.7975609756,83.1975609756,83.1975609756
