Country Name,Country Code,co2Emis_1960,co2Emis_1961,co2Emis_1962,co2Emis_1963,co2Emis_1964,co2Emis_1965,co2Emis_1966,co2Emis_1967,co2Emis_1968,co2Emis_1969,co2Emis_1970,co2Emis_1971,co2Emis_1972,co2Emis_1973,co2Emis_1974,co2Emis_1975,co2Emis_1976,co2Emis_1977,co2Emis_1978,co2Emis_1979,co2Emis_1980,co2Emis_1981,co2Emis_1982,co2Emis_1983,co2Emis_1984,co2Emis_1985,co2Emis_1986,co2Emis_1987,co2Emis_1988,co2Emis_1989,co2Emis_1990,co2Emis_1991,co2Emis_1992,co2Emis_1993,co2Emis_1994,co2Emis_1995,co2Emis_1996,co2Emis_1997,co2Emis_1998,co2Emis_1999,co2Emis_2000,co2Emis_2001,co2Emis_2002,co2Emis_2003,co2Emis_2004,co2Emis_2005,co2Emis_2006,co2Emis_2007,co2Emis_2008,co2Emis_2009,co2Emis_2010,co2Emis_2011,co2Emis_2012,co2Emis_2013
New Caledonia,NCL,10.908164557,10.9287438424,6.77119904077,7.23130688448,12.4869466515,13.6144972376,16.1583315508,15.276,18.5008442211,14.9853365385,21.3799196429,20.1685,13.5868924303,20.2327081712,21.2462061069,19.0960754717,17.8424179104,15.7465294118,11.2276872727,11.8614873646,14.2961942164,9.76838415703,8.68301304049,7.76802286483,7.95544345532,9.42569763678,8.92571337782,9.09324610592,9.20951420715,9.86520509533,9.26947495304,10.0791163422,8.81063854638,9.95776060186,10.4504913395,10.708723738,11.118083254,9.08475409348,8.82456559122,9.83293183057,10.4732120246,8.68981336622,10.8607702379,12.17444,11.0975,12.2233333333,11.5783574468,12.3722731092,11.8495619835,12.1385183673,14.169288,14.3648228346,14.0167181467,14.6819429658
Niger,NER,0.00865684361614,0.0157774944461,0.018395521265,0.0238254446696,0.0250725811541,0.0234227250638,0.0336859860995,0.0318531414115,0.0378418502983,0.0434780031183,0.0479667458822,0.0498123152018,0.0530660362519,0.0673254989896,0.0574712894512,0.0643604945291,0.0625496024494,0.0667829677389,0.0739581997238,0.082560196724,0.0955186458157,0.111247295995,0.117910302375,0.147693209109,0.147872936266,0.144221302509,0.126754875544,0.136686952116,0.131307265154,0.134049256049,0.091527857528,0.0873203306767,0.0819232968209,0.0883323164543,0.0845451308125,0.0855100269242,0.0918620475594,0.0893330599885,0.0906628671927,0.087087586041,0.0613698279737,0.0557589482004,0.057381360416,0.0599728842913,0.0620151790826,0.0525070806521,0.0490418809312,0.0492488651407,0.0532163817573,0.0612174861465,0.0714397995614,0.0777897635789,0.105264015713,0.106469412427
Nigeria,NGA,0.0754720454771,0.0893207668947,0.0888891440498,0.111386692182,0.148276184154,0.234677634388,0.252020804118,0.245275452136,0.123978726265,0.22136008298,0.384769905719,0.563408372183,0.706175602198,0.824779285819,1.01001677234,0.747882334927,0.847006225057,0.752322017121,0.696953612566,0.984560665594,0.927772805506,0.873822191385,0.846781572299,0.754191589551,0.854322216227,0.835907923739,0.8565171063,0.673575078545,0.78216927817,0.457129126636,0.400571783425,0.409452671211,0.641477163951,0.56702651883,0.425849855817,0.307995304017,0.351622729952,0.353899706671,0.345099387167,0.37522138836,0.647071761609,0.664256559405,0.762545743184,0.705683196973,0.716723756015,0.753487666047,0.693421338847,0.649213946597,0.639510536232,0.496985479758,0.58025627485,0.589977038881,0.595562908242,0.556657254205
Nicaragua,NIC,0.299608553338,0.306518247378,0.349874533676,0.433944401854,0.474373900852,0.378677222769,0.452068472267,0.493983237453,0.545959689505,0.553327638632,0.585656704319,0.609521502384,0.629917004409,0.695884966942,0.719378077237,0.689673642154,0.771757759205,0.954419353515,0.858990374593,0.542380885266,0.623971433055,0.640664092077,0.615876467207,0.567521717354,0.511662213169,0.536838001548,0.595888453711,0.628017202416,0.566434939148,0.364415395788,0.614917367685,0.473434791957,0.55285104139,0.520238197435,0.562129083278,0.60265580973,0.611585441477,0.656539660388,0.702581882058,0.732709519442,0.74845726781,0.777145909915,0.78066021957,0.841729221377,0.833581275638,0.803023351616,0.819492309564,0.834057151384,0.790490170178,0.793378229306,0.790571277143,0.840380211508,0.795531577776,0.768462230229
Netherlands,NLD,6.3991796202,6.52035766501,7.06085379684,7.6239248883,7.98767324806,8.1740538956,8.32153181563,8.47605463669,8.9202522192,9.00064816046,10.8858088713,10.6768101126,11.8388097678,12.3254524298,11.8453491813,11.1968748754,12.31905294,11.8559280928,12.2329775422,13.3786242179,12.5449454409,11.5781511718,9.38483331924,9.62318002209,10.0563919233,10.2092560727,9.95697831183,10.4036015729,9.95350625816,10.9840290602,10.5944750062,10.9592939467,10.6837881646,10.7781783931,10.7465233008,10.887135887,11.2778474972,10.7529534004,10.7480167864,10.3659659622,10.3830897629,10.4738912314,10.6524899577,10.7736601759,10.8520529606,10.4323848085,10.2231631262,10.4684473451,10.5414923013,10.2349712542,10.9325431585,10.3276567276,10.1091682571,10.1147592492
Norway,NOR,3.65856369821,3.6986943875,3.86862605863,4.08651596861,4.38232793471,4.40748980438,5.21273180048,5.1072949704,5.53919364567,5.77539298081,7.22753506858,6.96845176284,7.48223876711,7.70691701182,6.94982633496,7.40480316861,7.28180779066,7.68461925626,8.57238637968,8.4081775472,9.31375384887,9.8372189003,9.97671689932,9.08304702609,9.77223274129,9.80482700127,11.2966035523,9.72254374054,10.0920100022,11.6822755016,7.42914808134,7.52634116833,7.46762680393,8.15126817287,7.81833241749,7.67101663981,7.61549285423,8.19530722742,8.52482023999,9.1175462184,8.83401570308,9.28499223816,8.37853477589,9.90643602042,9.28746643554,9.17921692578,9.49583569082,9.5748496598,11.6795832484,11.4618288551,12.2949545247,9.12476721593,9.94098023482,11.7403242327
Nepal,NPL,0.00801688480714,0.00789237938402,0.00847518018714,0.00938272316271,0.0140141908282,0.0164639494273,0.017163455532,0.018793785466,0.0219366402572,0.033984093659,0.0189494370237,0.016172962441,0.0214162582947,0.0330361473211,0.0326195415418,0.0264172980352,0.0207295147018,0.0242250252401,0.023173980822,0.0352434193874,0.0364186058091,0.0298188538141,0.0284295694638,0.0309898575347,0.0430692834914,0.0405642660146,0.0411705982573,0.0499256303487,0.0555989434065,0.0499129363555,0.0338352585677,0.0499221254458,0.0673175052286,0.0721808655257,0.0813634170104,0.0951181751085,0.113508787845,0.124308954393,0.0985083984485,0.13814583493,0.129282275646,0.135225856939,0.106876799159,0.113901965494,0.105477444412,0.120277397831,0.0988115626235,0.0997362677722,0.129223795912,0.162087330504,0.18712827456,0.202491061361,0.211400139422,0.232321564421
Nauru,NRU,,,,,5.33381818182,5.75165562914,5.55980458221,7.81235660439,7.6383592373,10.3652638191,10.1657169259,13.2962683185,11.4202877058,12.2910230254,14.2009466437,14.5227722772,14.3482392398,15.7120939876,15.5487621392,15.3763019072,16.6503739316,16.4114782151,16.1520922399,15.8724379376,15.5711252654,15.2529973085,19.3092388703,18.4422222222,18.0165676417,17.6061857972,13.6155946271,13.3288432756,12.6792749371,11.6963679391,11.1538071581,10.6662988967,10.2338283664,10.2104216388,9.84772229958,9.1273397053,8.39882493527,8.02486819855,7.64489228631,6.53783676704,6.52684663305,6.16302521008,4.3564003564,4.3676426799,4.37981487011,4.02243717591,4.38942643392,4.01083822213,3.92421441774,4.06653728861
New Zealand,NZL,4.86706973607,4.86316609497,4.51652659146,4.8303361245,5.06918001083,5.21226297367,5.23759258567,5.00761352373,4.90783668717,5.14713069821,5.05032803216,5.27878338591,5.57771927408,6.14695843042,6.20322948705,5.92314877883,6.18456261051,6.50615729761,5.76977989235,5.29939884207,5.60846381188,5.28886332363,5.77917619847,5.61517613228,5.9792860463,6.71490930369,7.05205341466,7.36334137552,7.73516537735,7.7003443259,7.07123761187,6.8910348774,7.10204150975,7.47114551257,7.37046740331,7.38610905428,7.67495632369,8.2042736625,7.87131402359,8.51085160752,8.54939419862,8.8771544904,8.40851411929,8.46272794994,8.45361247706,8.25848956191,7.99280863165,7.96377456319,8.02904103479,7.52729605355,7.30416300825,7.1859482208,7.82796896622,7.64505234011
OECD members,OED,7.27362104891,7.30956933361,7.53154320906,7.84357809411,8.13004016434,8.37060364204,8.6457701908,8.919281241,9.29845815971,9.74683086294,10.4633383251,10.5364484337,10.9225069881,11.3506014336,10.9747629925,10.5281346744,10.9744597821,11.0965040276,11.2886887067,11.4815363215,11.1258491662,10.618414589,10.181760495,10.0391283766,10.221288035,10.2549913515,10.1767800163,10.4213480498,10.6781503337,10.9090973998,10.5574381742,10.5443988316,10.5206002817,10.5328624718,10.5847023991,10.6251121981,10.8608541777,10.890282347,10.8042867316,10.8562308795,11.0622683649,10.9369680712,10.9117342299,10.9930704155,11.0457702833,10.9745874167,10.8754793722,10.8946706972,10.6175920624,9.88608666284,10.115726415,9.92933653803,9.70680798441,9.67854186558
Oman,OMN,,,,,0.0180673918149,0.0410698085948,0.0456944905242,0.205537183447,0.237417175179,0.334921688251,0.324220973348,2.79563749294,2.69221505365,2.61736747993,2.77437442692,8.22747277914,8.97930429926,8.70052198387,7.54845274981,7.07302356636,5.2382129266,4.93004349547,4.44549965081,5.53378488087,5.63216794065,5.78040291855,6.32547135669,5.84279112321,6.30863956961,5.78115451768,6.28312897316,6.21567760833,6.09047450255,6.49477272212,7.12430577148,7.21161711087,6.75307488914,6.8832459986,7.35394815432,9.1832824963,9.65420806344,8.83996815391,10.9116847343,13.5795170747,11.4476050935,11.9036964977,15.3324576044,16.4100178687,15.4786753529,15.2941016503,16.5623019865,17.3649849194,17.0879648818,16.4850352191
Other small states,OSS,0.620231179502,0.75914182066,0.760667063587,1.5913544583,1.69036932316,1.65781167129,1.62289309399,1.82274778646,2.08285513941,1.97408857531,3.25596715356,3.48447878946,4.0476575263,4.79861286978,4.18832485968,4.05678693619,4.0512480144,4.20666747769,4.76343037178,4.87017352147,4.54912871378,3.89719108349,3.96205648969,3.51577788561,3.68264401251,3.77422782686,3.76561643092,3.68090491617,3.9289902429,4.23813516283,4.01627468454,4.37236486144,5.0271148403,5.19732342712,5.02755635672,4.95354950998,5.04390675758,5.39631097735,5.07189247279,4.80166939545,4.98951020568,5.19906204039,5.2112102584,5.39387557896,5.39542047062,5.71883492008,6.08928562803,6.53264684166,6.61550576891,6.28035472847,6.55989933937,6.82376577872,7.11780321598,6.70813991632
Pakistan,PAK,0.31518944619,0.318735096736,0.341801409404,0.383252857135,0.384150667551,0.392842210284,0.389456879569,0.402548741038,0.449427774739,0.424339373151,0.418963005803,0.386623165392,0.308601086686,0.317739500584,0.330178386949,0.347659436101,0.33188500698,0.343770439335,0.357106339199,0.373844575516,0.410768251388,0.4262878477,0.448015799177,0.46703475321,0.480295122606,0.511561666879,0.519114494534,0.544285364062,0.573675483188,0.582822650944,0.636761223542,0.616297400479,0.639927766093,0.668166038484,0.708357906913,0.687817300499,0.749948369575,0.73370119019,0.738455959771,0.741358827565,0.768458118792,0.764701582795,0.788667608366,0.80495872265,0.872801659103,0.887768063328,0.929856974226,0.991029936238,0.972050346201,0.950832112239,0.946268168265,0.93009583845,0.916525681334,0.844017488166
Panama,PAN,0.880400310348,0.945787401406,0.991185763486,0.956101880575,0.974015808493,1.16317416512,1.2243160753,1.21812470808,1.40836241694,1.39082235508,1.45058148528,1.66562920834,1.74246097545,1.96075380945,1.7783443479,2.09908463476,2.01623765737,1.88349030682,1.50804053032,1.65370984302,1.5790552609,1.64883012144,1.58785617433,1.64691397821,1.32798103952,1.18472826273,1.21394188596,1.38085960078,1.23697996047,1.04273832802,1.12042691872,1.2861919141,1.64843025165,1.49907173747,1.61615694608,1.08950079022,1.65361879654,1.97873046429,2.04230910804,1.90804648766,1.91073596522,2.26807563492,1.86420228212,1.91738621839,1.77543606274,2.05345349673,2.17301781742,2.08417001876,2.09720561686,2.40240013298,2.51531007443,2.72370867543,2.67278444544,2.69976412428
Peru,PER,0.812376963111,0.835064436175,0.936145407607,0.93368240229,1.0873237027,1.03081924805,1.11011173383,1.1118561169,1.14835752557,1.17869833342,1.33309781997,1.35823387271,1.29143243875,1.36754411514,1.44006633658,1.44224599074,1.43492212643,1.45320874252,1.36197089057,1.31602263265,1.38955926337,1.35467891644,1.29874002303,1.09594736758,1.08342050801,0.998319310619,1.09260399936,1.26066118677,1.20076877478,1.02207853026,0.969896124272,0.916292183036,0.896708879109,1.01607040787,0.983534225065,0.993527577962,0.996828044463,1.10390743197,1.10345789966,1.14853325725,1.16908722591,1.03441455038,1.02201649255,0.979310066792,1.1694840729,1.34498940798,1.24783208868,1.51824327696,1.43200278053,1.78282804407,1.96073384966,1.66777094575,1.80778598311,1.8698682537
Philippines,PHL,0.317249003493,0.321145444458,0.368512121139,0.395807100659,0.428469116249,0.452296736232,0.505962724542,0.555413127019,0.658381760155,0.657133170601,0.692131645515,0.748603832373,0.697230273115,0.808268019321,0.760435159576,0.787654494027,0.827340390554,0.842017425159,0.835298710905,0.827011409443,0.780641284902,0.711561731612,0.698999428643,0.688288082528,0.586176556353,0.51632915006,0.523396482608,0.57026841461,0.64116970958,0.648126311445,0.674176770247,0.691729270269,0.74917250714,0.742420324414,0.803087274898,0.869338160281,0.870068176003,0.973904945481,0.926989808176,0.90599180369,0.939934892193,0.891878629991,0.876902416485,0.861501693673,0.874673879706,0.867379087919,0.770906137074,0.80823615473,0.868950030602,0.841111599034,0.906043367144,0.898257382559,0.942732184316,0.997541638272
